"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.884544743E0,8.329372406E-1,1.250391901E-1,2.181925476E-1,8.700731197E-1
3.889507139E0,9.066867828E-1,1.455911696E-1,2.473968267E-2,9.186347276E-1
3.894460680E0,9.260797501E-1,1.440019906E-1,-1.273267567E-1,9.458183651E-1
3.899414222E0,8.912839890E-1,1.149943173E-1,-3.364724815E-1,9.595960467E-1
3.904367764E0,8.455686569E-1,6.795638800E-2,-4.426768720E-1,9.568527772E-1
3.909314066E0,8.082923889E-1,-5.681830645E-2,-4.113326669E-1,9.087130839E-1
3.914267243E0,8.060140610E-1,-1.921295077E-1,-3.963167071E-1,9.184984195E-1
3.919220420E0,8.366498947E-1,-2.443899959E-1,-3.438552618E-1,9.369877040E-1
3.924173597E0,8.119745255E-1,-2.590810955E-1,-3.261816502E-1,9.125897835E-1
3.929129326E0,7.227878571E-1,-2.006965280E-1,-3.648349047E-1,8.341498009E-1
3.934082659E0,5.598535538E-1,-1.512458324E-1,-4.810986519E-1,7.535032955E-1
3.939035941E0,4.622001648E-1,-6.760653853E-2,-5.689491034E-1,7.361404204E-1
3.943989274E0,3.175926208E-1,6.866374612E-2,-5.905981064E-1,6.740815278E-1
3.948938857E0,2.556533813E-1,1.471796930E-1,-5.588003397E-1,6.318847467E-1
3.953891982E0,2.575778961E-1,1.727579534E-1,-5.629881620E-1,6.427653955E-1
3.958845107E0,3.693666458E-1,2.511572242E-1,-6.141779423E-1,7.594249239E-1
3.963798232E0,4.478235245E-1,2.918408215E-1,-7.966592312E-1,9.593658868E-1
3.968755055E0,4.812135696E-1,3.500301242E-1,-9.541018009E-1,1.124454461E0
3.973708389E0,4.363050461E-1,4.139011800E-1,-1.110095739E0,1.262532705E0
3.978661670E0,4.281864166E-1,5.170377493E-1,-1.257025003E0,1.425055613E0
3.983615003E0,4.139633179E-1,5.944954157E-1,-1.349439383E0,1.531592986E0
3.988568076E0,4.272804260E-1,5.766631365E-1,-1.447009325E0,1.615222871E0
3.993521409E0,4.703502655E-1,5.068382025E-1,-1.548553944E0,1.695916759E0
3.998474691E0,4.855060577E-1,3.922141492E-1,-1.552398920E0,1.673167797E0
4.003427972E0,5.469388962E-1,1.034564376E-1,-1.491807222E0,1.592273274E0
4.008377347E0,6.023683548E-1,-4.614922106E-1,-1.427620888E0,1.616763463E0
4.013330472E0,5.586585999E-1,-9.660433531E-1,-1.460294485E0,1.837878988E0
4.018283545E0,6.454401016E-1,-1.354507565E0,-1.445164919E0,2.083215138E0
4.023236670E0,7.885789871E-1,-1.713320494E0,-1.399420738E0,2.348553243E0
4.028192295E0,9.001226425E-1,-1.932835102E0,-1.351203442E0,2.524247025E0
4.033145524E0,9.374551773E-1,-1.991447210E0,-1.413895130E0,2.616062622E0
4.038098753E0,8.984241486E-1,-1.839045763E0,-1.511008263E0,2.544091437E0
4.043051982E0,7.136611938E-1,-1.437846422E0,-1.639747381E0,2.294664705E0
4.048006409E0,4.595947266E-1,-9.784316421E-1,-1.804106712E0,2.103177791E0
4.052959743E0,2.340164185E-1,-5.172089934E-1,-1.909869194E0,1.992453052E0
4.057913024E0,-2.590274811E-2,-1.581788063E-1,-1.915014744E0,1.921710945E0
4.062866305E0,-2.129783630E-1,1.550706625E-1,-1.734764576E0,1.754655188E0
4.067818232E0,-4.473943710E-1,3.695256710E-1,-1.526164532E0,1.632755071E0
4.072771462E0,-6.459093094E-1,5.017076135E-1,-1.271145821E0,1.511529379E0
4.077724691E0,-7.945613861E-1,5.755550265E-1,-1.074252844E0,1.454857573E0
4.082677920E0,-9.560031891E-1,6.199790239E-1,-8.244237900E-1,1.406410564E0
4.087630680E0,-1.008620262E0,6.541830301E-1,-6.092338562E-1,1.347752263E0
4.092583909E0,-1.122809410E0,6.422964334E-1,-4.229424000E-1,1.360928343E0
4.097537087E0,-1.205517769E0,6.563043594E-1,-3.197774887E-1,1.409349547E0
4.102490316E0,-1.194809914E0,6.578575373E-1,-8.874869347E-2,1.366829762E0
4.107445368E0,-1.112133026E0,6.040474176E-1,2.642416954E-1,1.292879277E0
4.112398701E0,-9.763383865E-1,5.195019245E-1,7.209784985E-1,1.320200322E0
4.117351982E0,-7.173938751E-1,4.216083288E-1,1.312512279E0,1.554057926E0
4.122305264E0,-4.043054581E-1,2.968230247E-1,1.840888381E0,1.907992883E0
4.127259534E0,-1.447591782E-1,2.154175043E-1,2.172225475E0,2.187675350E0
4.132212868E0,3.220367432E-2,2.045239210E-1,2.475750446E0,2.484392759E0
4.137166201E0,2.841987610E-1,1.355619431E-1,2.798466682E0,2.816125308E0
4.142119534E0,6.012811661E-1,5.546844006E-2,3.034410000E0,3.093906889E0
4.147069587E0,9.091386795E-1,-5.138397217E-3,3.029743910E0,3.163211612E0
4.152022764E0,1.107432365E0,-3.326392174E-2,2.993500948E0,3.191952515E0
4.156975941E0,1.215733528E0,-4.461169243E-2,2.856536627E0,3.104802685E0
4.161929118E0,1.268037796E0,-2.166891098E-2,2.587651730E0,2.881723593E0
4.166882868E0,1.207350731E0,5.074071884E-2,2.280299425E0,2.580704531E0
4.171836097E0,1.024226189E0,2.682018280E-1,1.980400085E0,2.245652690E0
4.176789274E0,8.193855286E-1,5.464920998E-1,1.692552567E0,1.958259546E0
4.181742503E0,7.198171616E-1,8.034818172E-1,1.439846873E0,1.799132790E0
4.186697243E0,6.894435883E-1,9.713504314E-1,1.197951078E0,1.689361095E0
4.191650524E0,7.976226807E-1,1.018647909E0,1.059700727E0,1.672366926E0
4.196603857E0,1.020288467E0,1.031179428E0,9.862759113E-1,1.754154994E0
4.201557139E0,1.306985855E0,9.826972485E-1,9.180629253E-1,1.875298761E0
4.206510732E0,1.554732323E0,8.589198589E-1,9.508540630E-1,2.014710741E0
4.211464066E0,1.787613392E0,6.912643909E-1,1.017424583E0,2.169921860E0
4.216417347E0,1.860242367E0,5.781452656E-1,1.047125816E0,2.211611649E0
4.221370680E0,1.797550678E0,6.034929752E-1,1.093169689E0,2.188701026E0
4.226322451E0,1.631299496E0,6.614000797E-1,1.043932676E0,2.046554065E0
4.231275680E0,1.375890732E0,7.651231289E-1,8.894593716E-1,1.808210906E0
4.236228909E0,1.071711540E0,7.867310047E-1,7.138795853E-1,1.509018012E0
4.241182139E0,7.613210678E-1,6.986448765E-1,4.410591125E-1,1.123497918E0
4.246148649E0,4.582738876E-1,5.425994396E-1,1.174306870E-1,7.198743461E-1
4.251102503E0,2.099180222E-1,3.724000454E-1,-7.020473480E-2,4.332159676E-1
4.256056409E0,-9.646701813E-2,2.159512043E-1,-2.657704353E-1,3.557734286E-1
4.261010316E0,-3.296470642E-1,1.107466221E-1,-3.684451580E-1,5.066397494E-1
4.265957868E0,-5.330247879E-1,3.702259064E-2,-4.453015327E-1,6.955426312E-1
4.270911462E0,-6.732330322E-1,1.375913620E-3,-4.847738743E-1,8.296085330E-1
4.275865003E0,-7.694282532E-1,-7.297921181E-2,-5.878415108E-1,9.710321539E-1
4.280818597E0,-7.549695969E-1,-1.622381210E-1,-7.755956650E-1,1.094462853E0
4.285775472E0,-6.397047043E-1,-2.395629883E-1,-7.914037704E-1,1.045434102E0
4.290729222E0,-4.664316177E-1,-3.543875217E-1,-6.837430000E-1,9.003629600E-1
4.295682972E0,-2.536315918E-1,-5.007686615E-1,-5.995583534E-1,8.213211649E-1
4.300636722E0,1.624107361E-3,-6.509308815E-1,-6.083619595E-1,8.909646031E-1
4.305586774E0,1.606836319E-1,-8.298563957E-1,-6.566257477E-1,1.070344916E0
4.310540316E0,2.954645157E-1,-9.742696285E-1,-7.960441113E-1,1.292357078E0
4.315493857E0,3.940896988E-1,-9.949188232E-1,-9.565029144E-1,1.435293691E0
4.320447451E0,3.775787354E-1,-9.272677898E-1,-1.256864309E0,1.606891144E0
4.325398180E0,3.146762848E-1,-9.197456837E-1,-1.278948784E0,1.606444297E0
4.330351566E0,4.146895409E-1,-1.062937498E0,-9.653172493E-1,1.494537029E0
4.335305003E0,4.850420952E-1,-1.141030788E0,-8.596315384E-1,1.508702580E0
4.340258389E0,5.232920647E-1,-1.170967817E0,-8.393750191E-1,1.532824399E0
4.345232920E0,5.910034180E-1,-1.165412903E0,-9.059271812E-1,1.590024004E0
4.350187347E0,5.756397247E-1,-1.141091347E0,-9.943251610E-1,1.619300182E0
4.355141826E0,5.654788017E-1,-1.082027674E0,-1.059032917E0,1.616199518E0
4.360096305E0,5.244441032E-1,-1.041571379E0,-1.181661606E0,1.660191768E0
4.365022034E0,3.732757568E-1,-9.747788906E-1,-1.366744995E0,1.719744329E0
4.369975055E0,1.492786407E-1,-9.478340149E-1,-1.517875195E0,1.795722289E0
4.374928076E0,-1.362247467E-1,-9.757478237E-1,-1.526810646E0,1.817083307E0
4.379881149E0,-4.193372726E-1,-1.040147543E0,-1.405177116E0,1.797852438E0
4.384837034E0,-5.713782310E-1,-1.050539970E0,-1.212646961E0,1.703120655E0
4.389790212E0,-5.660939217E-1,-1.107321978E0,-9.735035896E-1,1.579345918E0
4.394743389E0,-4.441556931E-1,-1.159884214E0,-7.646512985E-1,1.458525721E0
4.399696566E0,-2.314734459E-1,-1.152546883E0,-5.770363808E-1,1.309547730E0
4.404655212E0,7.544994354E-3,-1.146787882E0,-4.416518211E-1,1.228916476E0
4.409608649E0,3.093423843E-1,-1.122461319E0,-2.772388458E-1,1.196859850E0
4.414562087E0,6.217241287E-1,-1.073900700E0,-1.604518890E-1,1.251218771E0
4.419515524E0,9.166860580E-1,-1.043345451E0,-1.504182816E-2,1.388923798E0
4.424453389E0,1.190353394E0,-9.247908592E-1,8.647012711E-2,1.509853111E0
4.429406097E0,1.400006294E0,-8.331897259E-1,1.915640831E-1,1.640402250E0
4.434358753E0,1.476769924E0,-6.773052216E-1,2.832102776E-1,1.649181565E0
4.439311409E0,1.466043472E0,-6.105694771E-1,2.659854889E-1,1.610225708E0
4.444269691E0,1.434385777E0,-5.951910019E-1,2.599930763E-1,1.574582892E0
4.449222607E0,1.381603241E0,-6.147532463E-1,2.389025688E-1,1.530955096E0
4.454175576E0,1.331702709E0,-7.150363922E-1,1.568570137E-1,1.519642481E0
4.459128545E0,1.282618999E0,-8.149552345E-1,1.133918762E-3,1.519626539E0
4.464080107E0,1.203569889E0,-9.075160027E-1,-1.259179115E-1,1.512620605E0
4.469032972E0,1.135514259E0,-1.009650230E0,-3.181343079E-1,1.552416071E0
4.473985837E0,1.119149208E0,-1.073702335E0,-5.565047264E-1,1.647734556E0
4.478938701E0,1.147118568E0,-1.032532215E0,-7.065539360E-1,1.697416345E0
4.483895628E0,1.267072678E0,-9.987173080E-1,-7.992362976E-1,1.800468853E0
4.488848701E0,1.424392700E0,-9.504556656E-1,-8.254871368E-1,1.900970686E0
4.493801774E0,1.639063358E0,-8.653278351E-1,-7.927827835E-1,2.015893225E0
4.498754899E0,1.871034145E0,-9.290704727E-1,-8.159003258E-1,2.242684565E0
4.503708128E0,2.051264763E0,-9.538674355E-1,-8.389835358E-1,2.412766790E0
4.508661201E0,2.194571495E0,-9.675393105E-1,-7.967844009E-1,2.527279515E0
4.513614326E0,2.339638710E0,-9.360141754E-1,-6.675214767E-1,2.606840377E0
4.518567399E0,2.530229092E0,-8.829751015E-1,-5.498857498E-1,2.735704411E0
4.523520420E0,2.773971319E0,-8.132290840E-1,-3.319935799E-1,2.909721320E0
4.528473493E0,2.891334534E0,-7.438802719E-1,-1.960568428E-1,2.991924386E0
4.533426618E0,2.862887859E0,-7.014780045E-1,-1.152367592E-1,2.949826740E0
4.538379691E0,2.671186924E0,-7.223601341E-1,-7.679748535E-2,2.768201871E0
4.543330993E0,2.331893921E0,-8.189835548E-1,-4.841899872E-2,2.472004798E0
4.548283962E0,1.894297600E0,-8.605117798E-1,-6.056165695E-2,2.081468624E0
4.553236930E0,1.350904942E0,-8.404283524E-1,6.857252121E-2,1.592471716E0
4.558189951E0,9.124608040E-1,-7.973704338E-1,1.732769012E-1,1.224095263E0
4.563145524E0,5.644888878E-1,-6.501832008E-1,2.270412445E-1,8.904682059E-1
4.568098649E0,3.211870193E-1,-4.898123741E-1,2.779479027E-1,6.483303940E-1
4.573051774E0,1.848134995E-1,-3.135471344E-1,3.024768829E-1,4.732442285E-1
4.578004899E0,2.028818130E-1,-1.163845062E-1,3.179874420E-1,3.947434567E-1
4.582958076E0,2.504076958E-1,5.378389359E-2,3.035054207E-1,3.971300312E-1
4.587911201E0,3.413391113E-1,1.994833946E-1,2.860689163E-1,4.879973755E-1
4.592864326E0,4.203653336E-1,2.894878387E-1,3.758997917E-1,6.338855384E-1
4.597817451E0,4.469289780E-1,3.525161743E-1,4.769425392E-1,7.426219430E-1
4.602773649E0,4.665260315E-1,3.955202103E-1,5.530142784E-1,8.245650774E-1
4.607726930E0,5.989294052E-1,4.255666733E-1,6.827106476E-1,1.002954263E0
4.612680212E0,7.388324738E-1,3.849821091E-1,8.534922600E-1,1.192700166E0
4.617633493E0,7.982363701E-1,3.167104721E-1,9.828581810E-1,1.305180842E0
4.622586930E0,7.748813629E-1,2.515888214E-1,1.075191498E0,1.348990296E0
4.627540264E0,6.087808609E-1,2.107124329E-1,1.049059153E0,1.231072285E0
4.632493545E0,2.732744217E-1,2.772955894E-1,9.933218956E-1,1.066892751E0
4.637446826E0,-8.631658554E-2,4.071683884E-1,8.985557556E-1,9.902722330E-1
4.642398284E0,-4.608078003E-1,4.942622185E-1,7.813389301E-1,1.033019600E0
4.647351514E0,-7.115311623E-1,5.045409203E-1,6.531248093E-1,1.089683510E0
4.652304691E0,-9.776120186E-1,5.023183823E-1,5.664303303E-1,1.236483860E0
4.657257920E0,-1.158794880E0,4.897708893E-1,5.117623806E-1,1.358153832E0
4.662209691E0,-1.222000599E0,3.951306343E-1,4.895918369E-1,1.374450381E0
4.667162816E0,-1.217944622E0,3.717150688E-1,5.220808983E-1,1.376273831E0
4.672115941E0,-1.115676403E0,2.739853859E-1,5.548925400E-1,1.275816428E0
4.677069066E0,-9.296545982E-1,2.174201012E-1,6.054635048E-1,1.130537584E0
4.682022764E0,-6.429700851E-1,2.075490952E-1,6.049883366E-1,9.069167794E-1
4.686975941E0,-3.941941261E-1,1.708474159E-1,6.304881573E-1,7.629503031E-1
4.691929066E0,-1.806406975E-1,1.940999031E-1,6.608207226E-1,7.120322053E-1
4.696882243E0,4.837799072E-2,2.465944290E-1,7.677063942E-1,8.077885553E-1
4.701837712E0,2.219185829E-1,3.383579254E-1,8.689136505E-1,9.585118023E-1
4.706790993E0,4.364633560E-1,4.097623825E-1,9.013342857E-1,1.082039263E0
4.711744274E0,6.300630569E-1,5.064148903E-1,9.101557732E-1,1.217299892E0
4.716697555E0,8.147630692E-1,5.109891891E-1,8.617341518E-1,1.291330538E0
4.721650889E0,9.403371811E-1,4.976272583E-1,7.655172348E-1,1.310680563E0
4.726604170E0,1.054735661E0,4.807224274E-1,6.933104992E-1,1.350644592E0
4.731557451E0,1.129370213E0,4.482994080E-1,6.257314682E-1,1.366744053E0
4.736510732E0,1.173990250E0,3.475155830E-1,5.072007179E-1,1.325244413E0
4.741465889E0,1.176842690E0,2.213597298E-1,3.922739029E-1,1.260094306E0
4.746419222E0,1.161746502E0,1.414346695E-1,3.024613857E-1,1.208776898E0
4.751372607E0,1.150118351E0,1.170711517E-1,1.515803337E-1,1.165956463E0
4.756325993E0,1.021922588E0,1.095223427E-1,6.188988686E-2,1.029636479E0
4.761278337E0,8.702731133E-1,1.855616570E-1,-5.010175705E-2,8.912455364E-1
4.766231670E0,7.235651016E-1,2.849073410E-1,-5.266141891E-2,7.794176507E-1
4.771185003E0,6.724772453E-1,3.596014977E-1,-1.022243500E-2,7.626554797E-1
4.776138337E0,6.740212440E-1,3.980927467E-1,5.818462372E-2,7.849636443E-1
4.781092087E0,7.186913490E-1,4.175224304E-1,1.336278915E-1,8.418424131E-1
4.786045420E0,8.041706085E-1,4.326820374E-1,2.236068249E-1,9.401617548E-1
4.790998753E0,8.683452606E-1,4.415698051E-1,3.188097477E-1,1.025010751E0
4.795952087E0,9.183368683E-1,4.349064827E-1,4.102168083E-1,1.095793814E0
4.800901514E0,9.300627708E-1,4.438972473E-1,4.145460129E-1,1.110814980E0
4.805854691E0,9.153585434E-1,3.773941994E-1,4.228653908E-1,1.076625647E0
4.810807816E0,8.907823563E-1,2.713546753E-1,3.829379082E-1,1.006860471E0
4.815760941E0,8.563575745E-1,1.401939392E-1,3.115780354E-1,9.219997332E-1
4.820714222E0,8.313884735E-1,-1.135778427E-2,2.155945301E-1,8.589626270E-1
4.825667399E0,8.089046478E-1,-1.761641502E-1,1.016809940E-1,8.340860637E-1
4.830620524E0,7.510895729E-1,-2.990303040E-1,-2.605533600E-2,8.088470497E-1
4.835573701E0,7.130322456E-1,-3.874869347E-1,-1.680691242E-1,8.287390050E-1
4.840528284E0,5.939984322E-1,-4.276342392E-1,-3.556025028E-1,8.137311104E-1
4.845481514E0,4.657268524E-1,-4.247827530E-1,-5.746371746E-1,8.529652811E-1
4.850434743E0,3.374843597E-1,-4.824314117E-1,-7.822549343E-1,9.790600300E-1
4.855387972E0,1.900758743E-1,-5.385551453E-1,-8.590893745E-1,1.031603139E0
4.860343962E0,-1.229906082E-2,-5.622234344E-1,-9.587860107E-1,1.111538156E0
4.865297295E0,-2.337799072E-1,-5.247955322E-1,-9.998168945E-1,1.153124979E0
4.870250680E0,-3.546223640E-1,-4.667892456E-1,-1.003654003E0,1.162312599E0
4.875204014E0,-4.320583344E-1,-3.926310539E-1,-9.154059887E-1,1.085726334E0
4.880154430E0,-5.616636276E-1,-2.256774902E-1,-8.047971725E-1,1.007022765E0
4.885107659E0,-6.883921623E-1,-3.546571732E-2,-6.766192913E-1,9.658960874E-1
4.890060889E0,-7.835316658E-1,1.806683540E-1,-5.496413708E-1,9.739961817E-1
4.895014118E0,-9.096617699E-1,3.698616028E-1,-4.115016460E-1,1.064713927E0
4.899968128E0,-9.644422531E-1,4.793066978E-1,-3.163480759E-1,1.122479343E0
4.904921409E0,-9.796752930E-1,5.161042213E-1,-2.032830715E-1,1.125811376E0
4.909874639E0,-1.010875702E0,4.779300690E-1,-6.809234619E-3,1.118182991E0
4.914827920E0,-9.649639130E-1,3.555054665E-1,1.063466072E-1,1.033851581E0
4.919782503E0,-9.546813965E-1,2.232794762E-1,1.657173634E-1,9.943503094E-1
4.924735837E0,-9.776515961E-1,7.440996170E-2,1.911382675E-1,9.989360956E-1
4.929689170E0,-9.423666000E-1,-2.116250992E-2,2.181754112E-1,9.675242481E-1
4.934642503E0,-8.219733238E-1,-8.695030212E-2,1.505236626E-1,8.401534819E-1
4.939596722E0,-5.919427872E-1,-1.583094597E-1,2.827525139E-2,6.133984334E-1
4.944550055E0,-3.381156921E-1,-1.416053772E-1,-2.111763954E-1,4.230481936E-1
4.949503441E0,-1.034750938E-1,-1.469826698E-1,-3.860888481E-1,4.258821420E-1
4.954456826E0,6.201791763E-2,-1.121516228E-1,-5.161848068E-1,5.318561492E-1
4.959416045E0,2.354259491E-1,-5.858373642E-2,-5.592060089E-1,6.095644282E-1
4.964369691E0,3.955979347E-1,6.608581543E-2,-4.853556156E-1,6.296309511E-1
4.969323389E0,4.831709862E-1,1.995849609E-1,-3.746240139E-1,6.431419053E-1
4.974277034E0,4.936347008E-1,3.655881882E-1,-3.067440987E-1,6.866016918E-1
4.979222712E0,4.842391014E-1,5.396947861E-1,-2.458367348E-1,7.656328556E-1
4.984175993E0,3.969755173E-1,6.878037453E-1,-1.196737289E-1,8.031098024E-1
4.989129274E0,2.553815842E-1,7.521457672E-1,3.386688232E-2,7.950408633E-1
4.994082503E0,6.832647324E-2,7.609014511E-1,1.484944820E-1,7.782609694E-1
4.999031982E0,-1.769490242E-1,7.088818550E-1,2.230160236E-1,7.639113747E-1
5.003985055E0,-4.046645164E-1,6.220917702E-1,2.396123409E-1,7.798497389E-1
5.008938128E0,-5.939202309E-1,4.908118248E-1,2.831211090E-1,8.208501997E-1
5.013891201E0,-6.516823769E-1,3.652868271E-1,3.874094486E-1,8.415524150E-1
5.018880316E0,-6.090693474E-1,2.170653343E-1,4.495604038E-1,7.875197686E-1
5.023835159E0,-4.804549217E-1,4.860401154E-2,4.718182087E-1,6.751382849E-1
5.028790055E0,-2.223958969E-1,-7.000303268E-2,4.540827274E-1,5.104424384E-1
5.033744951E0,4.825258255E-2,-1.814208031E-1,3.958489895E-1,4.381075690E-1
5.038657659E0,2.985854149E-1,-2.709317207E-1,3.059399128E-1,5.061190349E-1
5.043610472E0,5.219197273E-1,-2.831401825E-1,2.102291584E-1,6.298927399E-1
5.048563232E0,7.666764259E-1,-3.280329704E-1,8.869266510E-2,8.386088246E-1
5.053515993E0,9.593043327E-1,-3.098292351E-1,2.626991272E-2,1.008438925E0
5.058472243E0,1.167255402E0,-2.215089798E-1,-1.047682762E-1,1.192697695E0
5.063425159E0,1.297476292E0,-1.806106567E-1,-1.758966446E-1,1.321743003E0
5.068378128E0,1.388395309E0,-1.993703842E-1,-2.976937294E-1,1.433879926E0
5.073331045E0,1.413482189E0,-1.704549789E-1,-3.623657227E-1,1.469113922E0
5.078286982E0,1.410882473E0,-1.564416885E-1,-3.794641495E-1,1.469372790E0
5.083240107E0,1.303976536E0,-1.361608505E-1,-3.708052635E-1,1.362494450E0
5.088193180E0,1.107060432E0,-1.219248772E-1,-3.770890236E-1,1.175859094E0
5.093146253E0,9.494256973E-1,-1.282811165E-1,-3.171200752E-1,1.009173098E0
5.098100524E0,8.262510300E-1,-1.099233627E-1,-2.079229355E-1,8.590726729E-1
5.103053701E0,7.543301582E-1,-1.125192642E-1,-1.815018654E-1,7.839754458E-1
5.108006826E0,6.497836113E-1,-1.097674370E-1,-1.012721062E-1,6.667260841E-1
5.112960003E0,5.674667358E-1,-8.514690399E-2,-1.500082016E-2,5.740152578E-1
5.117911409E0,5.287179947E-1,-8.641862869E-2,-3.608226776E-3,5.357461307E-1
5.122864482E0,5.068035126E-1,-9.217405319E-2,1.962184906E-2,5.154909053E-1
5.127817555E0,4.918522835E-1,-9.302425385E-2,5.497455597E-2,5.035815548E-1
5.132770628E0,5.266442299E-1,-8.179283142E-2,1.681470871E-2,5.332231677E-1
5.137724066E0,5.130786896E-1,-1.610684395E-1,2.269101143E-2,5.382449869E-1
5.142677139E0,4.725117683E-1,-1.942205429E-1,-3.690123558E-2,5.122018076E-1
5.147630264E0,4.194312096E-1,-2.408146858E-1,-1.521654129E-1,5.070192948E-1
5.152583337E0,3.109731674E-1,-3.292222023E-1,-1.938376427E-1,4.926099888E-1
5.157537764E0,2.046766281E-1,-4.016871452E-1,-2.766292095E-1,5.289317577E-1
5.162490941E0,9.578847885E-2,-5.275650024E-1,-3.000273705E-1,6.144238663E-1
5.167444066E0,-5.383396149E-2,-5.723147392E-1,-3.571026325E-1,6.767307783E-1
5.172397243E0,-1.315674782E-1,-5.500607491E-1,-3.854548931E-1,6.844357556E-1
5.177352920E0,-1.206150055E-1,-5.587735176E-1,-3.779735565E-1,6.853027309E-1
5.182306201E0,-9.507417679E-2,-5.478258133E-1,-4.112033844E-1,6.915493071E-1
5.187259482E0,-5.483961105E-2,-4.978122711E-1,-4.060299397E-1,6.447361880E-1
5.192212764E0,-2.207279205E-3,-4.394488335E-1,-4.459180832E-1,6.260695538E-1
5.197166930E0,7.447671890E-2,-4.206314087E-1,-3.986504078E-1,5.842941992E-1
5.202120264E0,9.152650833E-2,-3.646001816E-1,-3.193209171E-1,4.932304150E-1
5.207073597E0,7.056045532E-2,-3.143458366E-1,-2.102100849E-1,3.846821580E-1
5.212026930E0,5.921173096E-2,-2.150421143E-1,-1.834928989E-1,2.888231015E-1
5.216980159E0,9.327030182E-2,-1.266446114E-1,-1.002044678E-1,1.864916678E-1
5.221933493E0,1.176576614E-1,-7.557249069E-2,5.949258804E-3,1.399639965E-1
5.226886826E0,1.754617691E-1,-2.839612961E-2,9.172463417E-2,2.000164521E-1
5.231840159E0,2.522897720E-1,7.681846619E-3,1.786444187E-1,3.092296366E-1
5.236792191E0,2.621159554E-1,4.002857208E-2,2.834215164E-1,3.881170141E-1
5.241745472E0,3.412537575E-1,9.489107132E-2,3.320815563E-1,4.855271387E-1
5.246698753E0,3.485240936E-1,1.507177353E-1,4.011368752E-1,5.523546616E-1
5.251651982E0,3.247723579E-1,2.122826576E-1,4.712350368E-1,6.104125418E-1
5.256607034E0,3.895621300E-1,2.532091141E-1,4.898881912E-1,6.751769757E-1
5.261560368E0,4.110202789E-1,2.947402000E-1,5.049805641E-1,7.147131070E-1
5.266513701E0,4.417552948E-1,2.889356613E-1,4.902548790E-1,7.204036391E-1
5.271467034E0,4.960098267E-1,2.786927223E-1,4.743809700E-1,7.407649332E-1
5.276420159E0,5.976343155E-1,2.474446297E-1,4.313738346E-1,7.774824789E-1
5.281373493E0,7.082567215E-1,2.022647858E-1,3.946590424E-1,8.356401060E-1
5.286326826E0,7.706656456E-1,1.673021317E-1,3.209543228E-1,8.514265781E-1
5.291280159E0,8.234324455E-1,1.905426979E-1,2.554440498E-1,8.829491348E-1
5.296230159E0,8.762860298E-1,1.570959091E-1,1.858584881E-1,9.094502231E-1
5.301183337E0,9.388022423E-1,1.935911179E-1,7.119369507E-2,9.611949403E-1
5.306136514E0,9.130840302E-1,2.662692070E-1,-4.850769043E-2,9.523522104E-1
5.311089691E0,8.328776360E-1,3.223767281E-1,-1.329669952E-1,9.029352873E-1
5.316043857E0,7.053122520E-1,3.831310272E-1,-2.087261677E-1,8.293499683E-1
5.320997087E0,6.117224693E-1,4.698939323E-1,-2.902102470E-1,8.241520944E-1
5.325950316E0,5.543107986E-1,5.010099411E-1,-3.152348995E-1,8.109528127E-1
5.330903545E0,4.444284439E-1,4.909009933E-1,-2.956585884E-1,7.251995780E-1
5.335856149E0,3.969335556E-1,5.018658638E-1,-2.911889553E-1,7.030054057E-1
5.340809378E0,3.398637772E-1,4.787483215E-1,-2.705957890E-1,6.464746116E-1
5.345762555E0,3.162145615E-1,3.642416000E-1,-2.408037186E-1,5.391196741E-1
5.350715732E0,3.546981812E-1,2.829513550E-1,-1.611444950E-1,4.814974738E-1
5.355670993E0,3.452429771E-1,2.445240021E-1,-8.668851852E-2,4.318559946E-1
5.360624326E0,3.193016052E-1,1.855106354E-1,-1.752281189E-2,3.696954961E-1
5.365577607E0,2.487955093E-1,2.171335220E-1,2.160835266E-2,3.309276247E-1
5.370530889E0,1.388564110E-1,2.744927406E-1,3.567671776E-2,3.096775673E-1
5.375484378E0,8.224678040E-2,3.451819420E-1,2.020335197E-2,3.554198663E-1
5.380437712E0,-2.615022659E-2,3.837151527E-1,-5.780243874E-2,3.889245103E-1
5.385390993E0,-1.813683510E-1,3.997087479E-1,-7.163715363E-2,4.447397482E-1
5.390344326E0,-3.072662354E-1,3.763504028E-1,-1.808803082E-1,5.184301795E-1
5.395295732E0,-4.017376900E-1,3.544540405E-1,-2.348906994E-1,5.849824605E-1
5.400248962E0,-4.794788361E-1,2.722296715E-1,-3.026378155E-1,6.289662913E-1
5.405202191E0,-4.789333344E-1,1.800475121E-1,-3.339800835E-1,6.110130453E-1
5.410155368E0,-4.910955429E-1,8.504581451E-2,-3.481583595E-1,6.079653495E-1
5.415122034E0,-4.088306427E-1,-2.195835114E-2,-3.927302361E-1,5.673285661E-1
5.420075941E0,-3.469629288E-1,-1.006016731E-1,-4.271874428E-1,5.594578464E-1
5.425029847E0,-3.550748825E-1,-1.794180870E-1,-4.468858242E-1,5.983109242E-1
5.429983701E0,-3.730945587E-1,-1.942052841E-1,-5.304915905E-1,6.770055906E-1
5.434932451E0,-3.130693436E-1,-1.882224083E-1,-5.277104378E-1,6.418086903E-1
