"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.785108756E2,1.968574524E-1,1.050645590E0,7.644481659E-1,1.314149919E0
1.785158323E2,3.118886948E-1,5.425720215E-1,-5.267188549E-1,8.179802617E-1
1.785207858E2,1.905488968E-1,2.289311886E-1,-1.254510403E0,1.289385405E0
1.785257393E2,9.403419495E-2,-1.472711563E-2,-1.885973454E0,1.888373688E0
1.785306928E2,3.669338226E-1,-1.114006042E-1,-1.825604439E0,1.865444208E0
1.785356412E2,5.184955597E-1,-2.693820000E-2,-1.777803540E0,1.852066073E0
1.785405945E2,5.751047134E-1,2.119631767E-1,-1.496241570E0,1.616914548E0
1.785455477E2,7.019062042E-1,4.976203442E-1,-8.571000099E-1,1.214462331E0
1.785505010E2,8.914575577E-1,8.059127331E-1,-5.120031834E-1,1.306269180E0
1.785554555E2,1.004917145E0,9.385595322E-1,-2.287597656E-1,1.393945298E0
1.785604088E2,1.118992329E0,1.056067705E0,-3.922958374E-1,1.587866132E0
1.785653621E2,1.389358044E0,1.089456797E0,-4.635300636E-1,1.825401875E0
1.785703154E2,1.557504654E0,1.053685904E0,-3.206851482E-1,1.907593692E0
1.785752683E2,1.565989494E0,1.016083241E0,-5.029802322E-1,1.933322881E0
1.785802216E2,1.168426514E0,7.945144176E-1,-1.584799290E-1,1.421826138E0
1.785851748E2,6.208076477E-1,5.646600723E-1,5.084998608E-1,9.812314921E-1
1.785901281E2,1.109409332E-2,4.780879021E-1,9.964015484E-1,1.105218153E0
1.785950827E2,-5.655689240E-1,4.135863781E-1,1.359538078E0,1.529465817E0
1.786000361E2,-1.037829399E0,3.174197674E-1,1.602421999E0,1.935355635E0
1.786049894E2,-1.463281631E0,2.585787773E-1,1.624854803E0,2.201864948E0
1.786099427E2,-1.683903694E0,2.483947277E-1,1.483144283E0,2.257642256E0
1.786148969E2,-1.807483673E0,2.535319328E-1,1.239928961E0,2.206512972E0
1.786198503E2,-1.635256767E0,1.376044750E-1,8.843770027E-1,1.864168010E0
1.786248037E2,-1.356026649E0,2.174615860E-3,4.823656082E-1,1.439267030E0
1.786297571E2,-1.106104851E0,5.607986450E-2,1.608810425E-1,1.119149499E0
1.786347092E2,-7.085075378E-1,5.230903625E-4,-4.326820374E-3,7.085209427E-1
1.786396625E2,-3.617563248E-1,-1.450634003E-2,-9.525108337E-2,3.743672546E-1
1.786446159E2,-8.285903931E-2,1.094388962E-2,-7.717752457E-2,1.137618539E-1
1.786495692E2,1.901397705E-1,5.511760712E-2,-1.019299030E-1,2.226674383E-1
1.786545258E2,5.459156036E-1,9.436273575E-2,-3.103961945E-1,6.350385577E-1
1.786594793E2,9.249868393E-1,2.876904011E-1,-6.085424423E-1,1.143980036E0
1.786644327E2,1.244175434E0,4.758021832E-1,-8.757297993E-1,1.594133906E0
1.786693862E2,1.427587509E0,8.150904179E-1,-1.137141466E0,1.998866979E0
1.786743340E2,1.461506844E0,1.056880474E0,-1.269528866E0,2.205606976E0
1.786792873E2,1.250540733E0,1.150908709E0,-1.157696247E0,2.056381186E0
1.786842405E2,9.835720062E-1,1.192290306E0,-8.361891508E-1,1.757322498E0
1.786891937E2,7.103452682E-1,1.149000645E0,-3.756728172E-1,1.402113743E0
1.786941495E2,5.045251846E-1,1.051310539E0,-1.644682884E-2,1.166220395E0
1.786991028E2,2.031145096E-1,1.071177721E0,2.531599998E-1,1.119270834E0
1.787040561E2,-1.006088257E-1,1.124175549E0,4.212605953E-1,1.204721249E0
1.787090095E2,-2.417087555E-1,1.133175135E0,5.525350571E-1,1.283668180E0
1.787139619E2,-3.543815613E-1,1.026236534E0,6.567573547E-1,1.268888466E0
1.787189152E2,-2.735671997E-1,9.615480900E-1,6.142361164E-1,1.173328491E0
1.787238685E2,-1.595659256E-1,9.755322933E-1,4.709086418E-1,1.094933555E0
1.787288218E2,-1.629838943E-1,9.582741261E-1,2.966208458E-1,1.016285873E0
1.787337767E2,-1.304340363E-1,9.364013672E-1,1.107134819E-1,9.519023234E-1
1.787387300E2,-1.145420074E-1,9.171555042E-1,-3.401994705E-2,9.249061829E-1
1.787436834E2,1.071643829E-1,1.046479940E0,-1.760902405E-1,1.066589070E0
1.787486368E2,2.547349930E-1,1.087983131E0,-2.507054806E-1,1.145185770E0
1.787535873E2,2.732906342E-1,1.036888361E0,-2.002413273E-1,1.090835383E0
1.787585405E2,2.991971970E-1,9.456071854E-1,-7.057595253E-2,9.943203089E-1
1.787634937E2,3.107948303E-1,8.330516815E-1,6.449460983E-3,8.891625983E-1
1.787684470E2,2.913150787E-1,7.254636288E-1,7.392096519E-2,7.852555386E-1
1.787734006E2,2.551517487E-1,6.443829536E-1,4.570817947E-2,6.945653630E-1
1.787783538E2,2.478580475E-1,6.138155460E-1,4.411435127E-2,6.634374215E-1
1.787833071E2,2.144765854E-1,6.577513218E-1,1.315591335E-1,7.042334930E-1
1.787882603E2,1.167812347E-1,6.733274460E-1,1.882946491E-1,7.088459503E-1
1.787932180E2,1.692676544E-2,6.939315796E-1,2.331767082E-1,7.322560548E-1
1.787981714E2,1.540756226E-2,7.434673309E-1,3.141076565E-1,8.072451208E-1
1.788031249E2,-5.154609680E-3,7.739727497E-1,3.879706860E-1,8.657838301E-1
1.788080783E2,-7.835578918E-2,7.903716564E-1,3.178594112E-1,8.554890942E-1
1.788130300E2,-1.397666931E-1,7.541291714E-1,1.918952465E-1,7.906132564E-1
1.788179834E2,-1.392135620E-1,7.393462658E-1,7.465338707E-2,7.560333622E-1
1.788229368E2,-2.465963364E-1,6.480820179E-1,-3.626132011E-2,6.943593726E-1
1.788278901E2,-5.766954422E-1,3.745799065E-1,-2.098345757E-2,6.879884046E-1
1.788328446E2,-9.598360062E-1,6.368160248E-3,2.518653870E-3,9.598604356E-1
1.788377981E2,-8.389577866E-1,3.566408157E-2,-8.157205582E-2,8.436682373E-1
1.788427514E2,-5.637426376E-1,3.505320549E-1,-3.903641701E-1,7.701056215E-1
1.788477049E2,-3.802871704E-2,7.027695179E-1,-6.493769884E-1,9.576124747E-1
1.788526581E2,3.677530289E-1,1.012480259E0,-7.976453304E-1,1.340371828E0
1.788576115E2,5.822811127E-1,1.208704233E0,-6.746238470E-1,1.501710542E0
1.788625649E2,6.320257187E-1,1.257799864E0,-4.697070122E-1,1.483961483E0
1.788675184E2,6.104784012E-1,1.240948439E0,-2.617123127E-1,1.407526284E0
1.788724694E2,5.726127625E-1,1.138834953E0,-1.035497189E-1,1.278887396E0
1.788774227E2,5.851917267E-1,1.018339634E0,-4.369211197E-2,1.175318666E0
1.788823760E2,5.740261078E-1,1.018585205E0,-8.144378662E-4,1.169197355E0
1.788873294E2,4.554748535E-1,1.055683613E0,1.415967941E-3,1.149750946E0
1.788922840E2,4.427042007E-1,1.067454576E0,2.077722549E-2,1.155801875E0
1.788972374E2,3.944787979E-1,1.109298229E0,-4.095220566E-2,1.178063312E0
1.789021908E2,3.323020935E-1,1.135878086E0,-1.960232258E-1,1.199611943E0
1.789071442E2,1.675539017E-1,1.012909412E0,-2.219111919E-1,1.050382961E0
1.789121069E2,5.421638489E-3,7.977390289E-1,-2.484815121E-1,8.355597012E-1
1.789170608E2,-2.308397293E-1,4.272487164E-1,-3.137509823E-1,5.781592559E-1
1.789220146E2,-3.643846512E-1,1.634922028E-1,-3.744990826E-1,5.474992577E-1
1.789269685E2,-1.585330963E-1,1.017513275E-1,-5.096356869E-1,5.433365519E-1
1.789319131E2,-2.708625793E-2,2.534699440E-2,-5.604224205E-1,5.616488448E-1
1.789368665E2,9.742164612E-2,8.128404617E-2,-5.599839687E-1,5.741777761E-1
1.789418198E2,1.982393265E-1,1.045200825E-1,-3.602700233E-1,4.242850079E-1
1.789467732E2,2.823629379E-1,1.232345104E-1,-1.747145653E-1,3.541761604E-1
1.789517168E2,5.554161072E-1,2.065045834E-1,-9.448790550E-2,6.000492974E-1
1.789566696E2,7.061243057E-1,2.567398548E-1,-6.497740746E-2,7.541544614E-1
1.789616225E2,7.227535248E-1,2.767796516E-1,-5.267524719E-2,7.757282480E-1
1.789665754E2,6.892585754E-1,2.762322426E-1,-1.028306484E-1,7.496370975E-1
1.789715316E2,5.721473694E-1,1.664347649E-1,-2.641797066E-2,5.964487006E-1
1.789764846E2,1.967172623E-1,-1.578330994E-4,8.282041550E-2,2.134406883E-1
1.789814376E2,-1.380004883E-1,-5.018293858E-2,1.385536194E-1,2.018899887E-1
1.789863907E2,-9.488105774E-2,1.779227257E-1,1.075372696E-1,2.285239064E-1
1.789913456E2,-1.367664337E-2,5.440456867E-1,4.716157913E-3,5.442380012E-1
1.789962988E2,-1.285896301E-1,8.597612381E-1,1.251125336E-2,8.694142919E-1
1.790012519E2,-3.503036499E-2,1.024528742E0,-1.107234955E-1,1.031089696E0
1.790062050E2,2.621889114E-1,9.838964939E-1,-3.379774094E-1,1.072857896E0
1.790111584E2,2.174854279E-1,1.069679618E0,-5.045275688E-1,1.202523374E0
1.790161116E2,6.314277649E-2,1.085586309E0,-5.538086891E-1,1.220323199E0
1.790210647E2,9.327507019E-2,9.639194012E-1,-6.155984402E-1,1.147520061E0
1.790260179E2,7.310390472E-2,9.009821415E-1,-6.374635696E-1,1.106107049E0
1.790309714E2,1.438713074E-1,8.124587536E-1,-7.027119398E-1,1.083786072E0
1.790359246E2,8.783912659E-2,6.456202269E-1,-6.577343941E-1,9.258270479E-1
1.790408777E2,-1.127338409E-2,5.436941385E-1,-4.957878590E-1,7.358913008E-1
1.790458309E2,9.757041931E-2,5.854351521E-1,-3.876297474E-1,7.088801909E-1
1.790507908E2,2.707118988E-1,5.368146896E-1,-3.450505733E-1,6.931917782E-1
1.790557443E2,1.732549667E-1,5.370037556E-1,-2.528388500E-1,6.183185272E-1
1.790606978E2,6.260871887E-3,5.352841616E-1,-1.666488647E-1,5.606604822E-1
1.790656513E2,-5.781555176E-2,3.943794966E-1,-1.404769421E-1,4.226246521E-1
1.790706034E2,-3.205757141E-1,3.532898426E-1,-2.808928490E-2,4.778823174E-1
1.790755569E2,-3.560504913E-1,4.951139688E-1,1.415057182E-1,6.260460549E-1
1.790805103E2,-2.599086761E-1,5.442209244E-1,3.168597221E-1,6.812701505E-1
1.790854637E2,-5.357456207E-2,5.751044750E-1,4.508991241E-1,7.327519437E-1
1.790904212E2,-8.422279358E-2,5.454673767E-1,7.891635895E-1,9.630198902E-1
1.790953748E2,-3.304862976E-1,3.970587254E-1,1.179589987E0,1.287753610E0
1.791003285E2,-1.589422226E-1,4.450922012E-1,1.473578453E0,1.547515155E0
1.791052821E2,5.646896362E-2,5.108894110E-1,1.571843624E0,1.653750015E0
1.791102374E2,2.157239914E-1,5.836732388E-1,1.423078060E0,1.553178179E0
1.791151911E2,1.807012558E-1,6.665152311E-1,1.258887291E0,1.435859571E0
1.791201448E2,5.960941315E-2,7.829133272E-1,1.106934309E0,1.357133053E0
1.791250986E2,-1.954431534E-1,7.623519897E-1,1.022079229E0,1.289970749E0
1.791300460E2,-4.841289520E-1,6.902487278E-1,8.672680855E-1,1.209536308E0
1.791349994E2,-6.341505051E-1,6.953800917E-1,6.667771339E-1,1.153382886E0
1.791399529E2,-4.730434418E-1,8.620553017E-1,4.646110535E-1,1.087553618E0
1.791449062E2,-3.332509995E-1,9.969226122E-1,1.998808384E-1,1.069982838E0
1.791498622E2,-9.232807159E-2,1.081260800E0,-5.445075035E-2,1.086560756E0
1.791548158E2,1.133146286E-1,1.242463827E0,-2.386183739E-1,1.270234347E0
1.791597693E2,4.345884323E-1,1.299042463E0,-4.458138943E-1,1.440530616E0
1.791647229E2,6.202430725E-1,1.285146952E0,-5.491302013E-1,1.529002333E0
1.791696751E2,6.896476746E-1,1.246343732E0,-5.245687962E-1,1.517945663E0
1.791746286E2,5.311698914E-1,9.028710127E-1,-2.444489002E-1,1.075673177E0
1.791795821E2,4.976196289E-1,9.088902473E-1,3.375935555E-2,1.036748027E0
1.791845356E2,5.542421341E-1,9.434647560E-1,2.275762558E-1,1.117631890E0
1.791894877E2,6.387491226E-1,1.030452490E0,3.121435642E-1,1.251905100E0
1.791944411E2,1.785554886E-1,8.796802759E-1,5.477747917E-1,1.051559163E0
1.791993946E2,-2.307624817E-1,5.959115028E-1,8.138012886E-1,1.034714637E0
1.792043480E2,-1.031608582E-1,5.647499561E-1,8.043298721E-1,9.881959415E-1
1.792093012E2,-3.713054657E-1,5.212042332E-1,7.063126564E-1,9.530997692E-1
1.792142546E2,-7.230796814E-1,3.718070984E-1,8.583197594E-1,1.182284887E0
1.792192080E2,-6.049938202E-1,6.186418533E-1,7.807760239E-1,1.165481216E0
1.792241614E2,-3.696060181E-1,8.668889999E-1,5.575141907E-1,1.094955351E0
1.792291175E2,-4.426727295E-1,9.882901907E-1,4.699788094E-1,1.180490037E0
1.792340711E2,-4.605417252E-1,8.528857231E-1,4.501707554E-1,1.068721875E0
1.792390246E2,-7.462596893E-2,9.589954615E-1,2.061252594E-1,9.837321551E-1
1.792439782E2,4.444122314E-3,1.027116060E0,-6.647157669E-2,1.029274318E0
1.792489102E2,5.911731720E-2,1.038441896E0,-1.399953365E-1,1.049502322E0
1.792538061E2,7.029247284E-2,9.075123072E-1,-1.665506363E-1,9.253424954E-1
1.792587558E2,-1.377992630E-1,6.110078096E-1,-1.781487465E-1,6.511959430E-1
1.792637056E2,1.037254333E-1,4.199095964E-1,-2.328372002E-1,4.912190921E-1
1.792687329E2,4.753627777E-1,5.768750906E-1,-3.991515636E-1,8.473940119E-1
1.792736865E2,4.756860733E-1,6.284637451E-1,-5.096743107E-1,9.386223001E-1
1.792786401E2,4.925251007E-1,5.705919266E-1,-3.869347572E-1,8.472748243E-1
1.792835937E2,4.611778259E-1,4.774725437E-1,-2.740101814E-1,7.181549949E-1
1.792885429E2,3.983354568E-1,4.987376928E-1,-2.738776207E-1,6.945641609E-1
1.792934962E2,5.218734741E-1,6.620767117E-1,-3.928244114E-1,9.300583386E-1
1.792984496E2,2.701978683E-1,6.869851351E-1,-3.938453197E-1,8.367016193E-1
1.793034030E2,-2.829551697E-3,6.046625376E-1,-1.038851738E-1,6.135282553E-1
1.793083569E2,5.191516876E-2,6.271636486E-1,5.346345901E-2,6.315756236E-1
1.793133102E2,-1.193418503E-1,4.686857462E-1,3.645682335E-1,6.056556801E-1
1.793182636E2,-4.089803696E-1,3.418260813E-1,6.958632469E-1,8.765475862E-1
1.793232170E2,1.368427277E-2,8.171229362E-1,4.738512039E-1,9.446756669E-1
1.793281692E2,1.776161194E-1,5.907887220E-1,2.648324966E-1,6.713531494E-1
1.793331225E2,9.642791748E-1,8.817083836E-1,1.904318333E-1,1.320419738E0
1.793380759E2,6.555242538E-1,8.327033520E-1,4.348480701E-1,1.145512882E0
1.793430292E2,4.456748962E-1,8.451621532E-1,4.426934719E-1,1.053044486E0
1.793479868E2,2.981643677E-1,9.004129171E-1,2.317595482E-1,9.764004812E-1
1.793529404E2,3.942489624E-1,1.023911357E0,-1.017370224E-1,1.101897061E0
1.793578939E2,-2.152357101E-1,4.834733009E-1,1.191616058E-3,5.292204301E-1
1.793628474E2,-6.676101685E-2,5.009365082E-1,-1.203722954E-1,5.195035208E-1
1.793677950E2,-1.951465607E-1,2.567815781E-1,-9.127140045E-2,3.351856613E-1
1.793727483E2,-3.247451782E-1,6.869637966E-2,-1.448924541E-1,3.621773690E-1
1.793777015E2,-1.088094711E-1,1.285756826E-1,-1.667816639E-1,2.370386690E-1
1.793826548E2,-4.787864685E-1,-1.993170977E-1,3.809666634E-2,5.200145612E-1
1.793876098E2,-3.255710602E-1,-1.596057415E-2,1.992154121E-1,3.820183707E-1
1.793925631E2,-1.119232178E-1,3.760155439E-1,2.597093582E-1,4.704927701E-1
1.793975164E2,2.362155914E-1,8.007686138E-1,4.123499393E-1,9.311609157E-1
1.794024698E2,5.872879028E-1,1.011717439E0,7.849249840E-1,1.408753522E0
1.794074245E2,3.111181259E-1,7.849903107E-1,1.157564878E0,1.432815663E0
1.794123779E2,4.073228836E-1,8.636109829E-1,1.095976353E0,1.453581792E0
1.794173313E2,5.808258057E-1,9.577703476E-1,6.542155743E-1,1.297181820E0
1.794222847E2,3.330144882E-1,7.997430563E-1,4.386188984E-1,9.710170665E-1
1.794272349E2,1.852502823E-1,7.431513071E-1,1.930875778E-1,7.898571675E-1
1.794321882E2,-2.388496399E-1,3.562530279E-1,1.884660721E-1,4.684920818E-1
1.794371414E2,-4.461755753E-1,-4.560983181E-2,6.422543526E-2,4.530759398E-1
1.794420946E2,5.364036560E-2,5.778574944E-2,-2.937498093E-1,3.041470567E-1
1.794470483E2,-3.050155640E-1,-2.624526024E-1,-3.327033520E-1,5.221181697E-1
1.794520016E2,2.842521667E-2,3.023433685E-2,-3.777716160E-1,3.800440789E-1
1.794569548E2,-4.338769913E-1,-3.229063749E-1,-5.784463882E-2,5.439336106E-1
1.794619081E2,-8.651733398E-3,8.815371990E-2,-1.819500923E-1,2.023654292E-1
1.794668644E2,-3.207063675E-1,7.846796513E-2,-1.286876202E-1,3.543589977E-1
1.794718177E2,-6.706809998E-2,4.065859318E-1,-1.969218254E-1,4.567148512E-1
1.794767712E2,-3.831253052E-1,4.417687654E-1,-1.603968143E-1,6.063594476E-1
1.794817246E2,-5.638608932E-1,2.367161512E-1,-3.010535240E-2,6.122744282E-1
1.794866799E2,1.684904099E-1,5.655351877E-1,-3.397698402E-1,6.809277576E-1
1.794916334E2,-4.658327103E-1,2.622475624E-1,-2.446877956E-1,5.879166738E-1
1.794965870E2,-6.914834976E-1,-1.926726103E-1,9.682655334E-2,7.243255785E-1
1.795015405E2,-2.051000595E-1,-3.953276277E-1,-4.562187195E-2,4.476955693E-1
1.795064908E2,-2.986898422E-1,-7.641386390E-1,-3.367409706E-1,8.868584795E-1
1.795114442E2,3.151130676E-2,-2.248320580E-1,-5.832490921E-1,6.258769209E-1
1.795163975E2,-7.457981110E-1,-2.656506300E-1,-2.341244221E-1,8.255902885E-1
1.795213509E2,-5.681219101E-1,-4.247670174E-1,-1.991376877E-1,7.367803896E-1
1.795263027E2,-1.347789764E-1,-8.310043812E-2,-4.002552032E-1,4.304361544E-1
1.795312560E2,-5.655384064E-1,-2.367744446E-1,-1.567060947E-1,6.328132638E-1
1.795362093E2,-3.616828918E-1,6.238341331E-3,-2.829482555E-1,4.592528132E-1
1.795411625E2,-5.876436234E-1,-6.244146824E-2,-1.716976166E-1,6.153893374E-1
1.795461164E2,-3.181571960E-1,5.291895866E-1,-2.716782093E-1,6.745922245E-1
1.795510697E2,-5.260190964E-1,2.625877857E-1,4.038476944E-2,5.893041359E-1
1.795560230E2,7.017612457E-2,5.914136171E-1,-1.218965054E-1,6.079091322E-1
1.795609763E2,3.642511368E-1,9.583612680E-1,-8.875179291E-2,1.029083131E0
1.795659266E2,1.645421982E-1,7.794222832E-1,1.087388992E-1,8.039884195E-1
1.795708797E2,7.315750122E-1,1.123171568E0,-3.027534485E-2,1.340758355E0
1.795758329E2,4.346971512E-1,8.151004314E-1,1.539084911E-1,9.365031501E-1
1.795807860E2,6.372528076E-1,5.959519148E-1,1.451280117E-1,8.844840108E-1
1.795857398E2,7.075653076E-1,3.056559563E-1,1.839528084E-1,7.924095304E-1
1.795906930E2,4.328994751E-1,6.627440453E-3,1.938445568E-1,4.743644071E-1
1.795956461E2,6.900234222E-1,-5.050730705E-2,1.081514359E-2,6.919539570E-1
1.796005994E2,1.847972870E-1,-1.802538633E-1,2.618265152E-2,2.594745147E-1
1.796055547E2,2.253217697E-1,-2.860068083E-1,3.564119339E-3,3.641187955E-1
1.796105081E2,1.748638153E-1,-2.818746567E-1,3.253006935E-2,3.332999871E-1
1.796154613E2,-8.414268494E-2,-1.611974239E-1,1.391029358E-2,1.823680267E-1
1.796204146E2,-3.314352036E-1,-5.151123405E-1,5.534553528E-2,6.150228823E-1
1.796253706E2,-2.707872391E-1,9.555542469E-2,-9.015417099E-2,3.009723286E-1
1.796303240E2,-4.555854797E-1,-7.385981083E-2,3.661422729E-1,5.891294977E-1
1.796352774E2,1.003723145E-1,1.249272823E-1,3.729033470E-2,1.645356996E-1
1.796402309E2,4.862699509E-1,4.687775373E-1,-4.231438637E-1,7.970329818E-1
1.796451808E2,-2.209987640E-1,2.144393921E-1,-1.021015644E-1,3.244216948E-1
1.796501341E2,2.605724335E-2,3.489515781E-1,2.804946899E-2,3.510455192E-1
1.796550873E2,-1.603021622E-1,4.662296772E-1,3.139734268E-1,5.845050965E-1
1.796600406E2,3.283786774E-1,8.825848103E-1,2.416996956E-1,9.722176947E-1
1.796649953E2,2.871541977E-1,7.194660902E-1,4.300713539E-1,8.860306753E-1
1.796699486E2,1.710510254E-1,7.390764952E-1,3.002719879E-1,8.158773105E-1
1.796749020E2,1.015005112E-1,5.709190369E-1,9.905290604E-2,5.882706678E-1
1.796798553E2,-1.784448624E-1,5.333930254E-1,1.758368015E-1,5.892955703E-1
1.796848073E2,-1.304941177E-1,1.873319149E-1,-1.848161221E-1,2.937328039E-1
1.796897606E2,-3.629646301E-1,5.392050743E-2,-1.928071976E-1,4.145182255E-1
1.796947138E2,-1.778163910E-1,-2.786532640E-1,-2.575399876E-1,4.190383702E-1
1.796996671E2,-2.648563385E-1,-1.881409883E-1,-1.026990414E-1,3.407242355E-1
1.797046208E2,9.550762177E-2,-1.349114180E-1,-3.648328781E-2,1.692744127E-1
1.797095742E2,-5.529308319E-2,4.627943039E-2,1.555519104E-1,1.714511813E-1
1.797145274E2,1.398229599E-1,1.186610460E-1,1.495063305E-1,2.366073685E-1
1.797194807E2,9.578418732E-2,1.427974701E-1,1.626334190E-1,2.366756367E-1
1.797244368E2,9.191513062E-3,2.569277287E-1,1.087577343E-1,2.791497563E-1
1.797293902E2,1.747751236E-1,2.294876575E-1,1.424288750E-2,2.888144537E-1
1.797343436E2,2.077674866E-1,2.423267365E-1,-1.424407959E-2,3.195191222E-1
1.797392971E2,7.848262787E-2,2.266824245E-1,8.930921555E-2,2.559698819E-1
1.797442516E2,1.160268784E-1,2.396191359E-1,6.239056587E-2,2.734449661E-1
1.797492050E2,4.597568512E-2,2.453117371E-1,1.083838940E-1,2.721004969E-1
1.797541585E2,2.440452576E-3,2.435234785E-1,1.845219135E-1,3.055453763E-1
1.797591120E2,-1.952629089E-1,8.433258533E-2,2.694995403E-1,3.433214103E-1
1.797640616E2,4.320144653E-2,2.152458429E-1,1.992957592E-1,2.965062183E-1
1.797690149E2,4.170417786E-3,2.405183315E-1,2.414977551E-1,3.408630603E-1
1.797739682E2,6.301593781E-2,2.586786747E-1,3.097937107E-1,4.084823232E-1
1.797789215E2,1.357316971E-1,2.910354137E-1,2.471125126E-1,4.052027881E-1
1.797838773E2,2.007780075E-1,2.233971357E-1,2.753834724E-1,4.074974177E-1
1.797888307E2,3.696269989E-1,1.700891256E-1,3.127009869E-1,5.131630698E-1
1.797937842E2,5.038232803E-1,2.026814222E-1,2.595164776E-1,6.018857523E-1
1.797987375E2,6.561136246E-1,3.995453119E-1,2.236754894E-1,8.000951626E-1
1.798036880E2,3.703088760E-1,1.822520494E-1,3.333854675E-1,5.305566352E-1
1.798086412E2,1.651525497E-1,-2.638611794E-1,4.348523617E-1,5.347846886E-1
1.798135945E2,4.413414001E-1,-1.275947094E-1,3.191742897E-1,5.594058174E-1
1.798185477E2,4.814529419E-2,-1.300109625E-1,3.479888439E-1,3.745891819E-1
1.798235018E2,-3.628845215E-1,-1.519241333E-1,3.988201618E-1,5.601996427E-1
1.798284551E2,-1.298289299E0,-5.073480606E-1,4.486634731E-1,1.464327856E0
1.798334084E2,-7.563438416E-1,-6.525486112E-1,7.380723953E-2,1.001660224E0
1.798383617E2,-2.728548050E-1,-3.077963591E-1,1.173727512E-1,4.277437387E-1
1.798433130E2,-5.143966675E-1,-1.036593914E-1,2.536442280E-1,5.828246695E-1
1.798482662E2,-5.778465271E-1,5.033469200E-2,1.737110615E-1,6.054880040E-1
1.798532194E2,-8.281936646E-1,-2.829825878E-2,1.168160439E-1,8.368700769E-1
1.798581726E2,-6.796369553E-1,2.009180784E-1,-5.266928673E-2,7.106676572E-1
1.798631306E2,-4.984855652E-2,5.893882513E-1,-1.914660931E-1,6.217094612E-1
1.798680840E2,-3.066444397E-2,6.354883909E-1,-7.175517082E-2,6.402613589E-1
1.798730374E2,1.829586029E-1,6.238473654E-1,-3.645491600E-2,6.511438755E-1
1.798779909E2,6.537466049E-1,1.185616255E0,-1.751377583E-1,1.365190009E0
1.798829422E2,-1.497325897E-1,6.230245829E-1,-2.211546898E-2,6.411462963E-1
1.798878955E2,-6.172180176E-3,3.447408676E-1,-6.570458412E-2,3.510006467E-1
1.798928488E2,3.392982483E-2,2.756673098E-1,-1.520371437E-1,3.166370031E-1
1.798978022E2,2.520542145E-1,3.046059608E-1,-2.110328674E-1,4.481640208E-1
1.799027744E2,3.264074326E-1,3.602014780E-1,-1.092805862E-1,4.982260163E-1
1.799077286E2,2.677545547E-1,3.161917925E-1,4.994702339E-2,4.173301527E-1
1.799126830E2,3.072643280E-1,3.369437456E-1,1.157972813E-1,4.704800371E-1
1.799176372E2,-5.726718903E-2,1.201111078E-1,1.861290932E-1,2.288017668E-1
1.799225783E2,-8.256359100E-1,-5.074295998E-1,4.141900539E-1,1.053903627E0
1.799275319E2,-2.683906555E-1,-3.199318647E-1,1.317324638E-1,4.378851266E-1
1.799324856E2,2.170219421E-1,1.552182436E-1,-1.639595032E-1,3.131675992E-1
1.799374392E2,6.866598129E-1,6.250008345E-1,-2.434492111E-1,9.598933587E-1
1.799423943E2,9.368410110E-1,8.313392401E-1,-1.552577019E-1,1.262101805E0
1.799473480E2,1.489642143E0,1.287743092E0,-1.932644844E-1,1.978551780E0
1.799523017E2,9.008750916E-1,1.159284234E0,1.911568642E-2,1.468291958E0
1.799572554E2,3.809738159E-1,5.647538900E-1,1.908609867E-1,7.074714983E-1
1.799622024E2,1.210041046E-1,2.600514889E-1,1.213541031E-1,3.114411478E-1
1.799671558E2,6.778059006E-1,4.642951488E-1,6.579160690E-3,8.216045943E-1
1.799721092E2,7.327423096E-1,6.262357235E-1,4.298210144E-2,9.648471043E-1
1.799770625E2,2.855110168E-1,5.251437426E-1,1.302690506E-1,6.117699867E-1
1.799820150E2,3.180894852E-1,6.751790047E-1,2.021846771E-1,7.732569124E-1
1.799869683E2,-1.692619324E-1,7.107741833E-1,2.602841854E-1,7.756271002E-1
1.799919217E2,-4.743757248E-1,6.245379448E-1,2.160048485E-1,8.134728436E-1
1.799968750E2,-1.096166611E0,-1.378237009E-1,2.945575714E-1,1.143390036E0
1.800018352E2,-9.709005356E-1,-6.977831125E-1,2.014765739E-1,1.212494096E0
1.800067889E2,-2.038373947E-1,-5.288826227E-1,3.939294815E-2,5.681710275E-1
1.800117425E2,-5.333805084E-2,-2.763831615E-1,-1.106998920E-1,3.024682888E-1
1.800166962E2,-5.100154877E-2,-3.569670916E-1,-5.148458481E-2,3.642489875E-1
1.800216593E2,2.223463058E-1,9.268093109E-2,-3.317799568E-1,4.100067981E-1
1.800266134E2,1.846113205E-1,3.969031572E-1,-6.053617001E-1,7.470450079E-1
1.800315676E2,3.419504166E-1,5.050902367E-1,-7.039844990E-1,9.314721732E-1
1.800365217E2,1.203613281E-1,2.144129276E-1,-6.952147484E-1,7.374166388E-1
1.800414633E2,9.526824951E-2,1.146605015E-1,-6.540591717E-1,6.708326692E-1
1.800464168E2,-7.205295563E-2,-3.122854233E-2,-4.256038666E-1,4.327880561E-1
1.800513702E2,-3.823947906E-2,-8.532249928E-2,-2.343266010E-1,2.522917807E-1
1.800563238E2,-9.253311157E-2,-1.939426661E-1,-9.175968170E-2,2.336578131E-1
